instance_id,resolved,exit_status,steps,looping,edit_syntax_errors,ran_tests,hit_context_limit,has_patch
ARMmbed__greentea-263,False,submitted,15,False,True,True,False,True
ARMmbed__greentea-263,False,exit_context,55,True,True,True,True,False
ARMmbed__greentea-263,False,submitted,9,False,True,True,False,True
ARMmbed__greentea-263,False,submitted,13,False,True,True,False,True
ARMmbed__greentea-263,False,submitted,27,False,True,True,False,True
ARMmbed__greentea-263,False,submitted,15,False,True,True,False,True
ARMmbed__greentea-263,False,submitted,25,False,True,True,False,True
ARMmbed__greentea-263,False,submitted,19,False,True,True,False,True
ARMmbed__greentea-263,False,submitted,7,False,False,True,False,True
ARMmbed__greentea-263,False,exit_context,47,True,True,True,True,False
ARMmbed__greentea-263,False,submitted,21,False,True,True,False,True
ARMmbed__greentea-263,False,submitted (exit_context),55,True,True,True,True,True
ARMmbed__greentea-263,False,submitted,25,True,True,True,False,True
ARMmbed__greentea-263,False,submitted (exit_context),59,True,True,True,True,True
ARMmbed__greentea-263,False,submitted (exit_context),49,True,True,True,True,True
ARMmbed__greentea-263,False,submitted,21,False,True,True,False,True
ARMmbed__greentea-263,False,submitted,15,False,True,True,False,True
ARMmbed__greentea-263,False,submitted,17,False,True,True,False,True
ARMmbed__greentea-263,False,submitted,13,False,True,True,False,True
ARMmbed__greentea-263,False,submitted,21,False,True,True,False,True
ARMmbed__greentea-263,False,submitted,25,False,True,True,False,True
ARMmbed__greentea-263,False,submitted,19,False,True,True,False,True
ARMmbed__greentea-263,False,exit_context,275,True,False,True,True,False
ARMmbed__greentea-263,False,submitted,13,False,True,True,False,True
ARMmbed__greentea-263,False,submitted (exit_context),75,True,True,True,True,True
ARMmbed__greentea-263,False,submitted,17,False,True,True,False,True
AppImageCrafters__appimage-builder-98,False,submitted,11,False,False,True,False,True
AppImageCrafters__appimage-builder-98,False,submitted (exit_context),91,True,True,True,True,True
AppImageCrafters__appimage-builder-98,False,submitted,17,False,False,True,False,True
AppImageCrafters__appimage-builder-98,False,submitted,11,False,False,True,False,True
AppImageCrafters__appimage-builder-98,False,submitted,11,False,False,False,False,True
Azure__WALinuxAgent-1318,False,submitted,49,True,True,True,False,True
Azure__WALinuxAgent-1318,False,submitted,11,False,False,True,False,True
Azure__WALinuxAgent-1318,False,submitted (exit_context),103,True,True,True,True,True
Azure__WALinuxAgent-1318,False,submitted,53,True,False,True,False,True
Azure__WALinuxAgent-1318,False,submitted,27,True,True,True,False,True
Azure__msrest-for-python-12,False,submitted (exit_context),109,True,True,True,True,True
Azure__msrest-for-python-12,False,submitted (exit_context),79,True,True,True,True,True
Azure__msrest-for-python-12,False,submitted (exit_context),83,True,True,True,True,True
Azure__msrest-for-python-12,False,submitted (exit_context),97,True,True,True,True,True
Azure__msrest-for-python-12,False,submitted (exit_context),95,True,False,True,True,True
Azure__msrest-for-python-208,False,submitted (exit_context),89,True,True,False,True,True
Azure__msrest-for-python-208,False,submitted,27,False,True,True,False,True
Azure__msrest-for-python-208,False,submitted,27,True,False,True,False,True
Azure__msrest-for-python-208,False,submitted,37,True,True,False,False,True
Azure__msrest-for-python-208,False,submitted,21,False,True,False,False,True
Azure__msrest-for-python-208,False,submitted,23,True,False,False,False,True
Azure__msrest-for-python-208,False,submitted (exit_context),111,True,True,True,True,True
Azure__msrest-for-python-208,False,submitted,19,False,False,False,False,True
Azure__msrest-for-python-208,False,submitted,21,False,False,True,False,True
Azure__msrest-for-python-208,False,submitted (exit_context),87,True,False,True,True,True
Azure__msrest-for-python-208,False,submitted,23,False,True,False,False,True
Azure__msrest-for-python-208,False,submitted,21,False,False,False,False,True
Azure__msrest-for-python-208,False,submitted (exit_context),89,True,True,False,True,True
Azure__msrest-for-python-208,False,submitted,17,False,False,False,False,True
Azure__msrest-for-python-208,False,submitted (exit_context),99,True,True,True,True,True
Azure__msrest-for-python-208,False,submitted,23,False,False,False,False,True
Azure__msrest-for-python-208,False,submitted (exit_context),85,True,False,False,True,True
Azure__msrest-for-python-208,False,submitted (exit_context),95,True,True,True,True,True
Azure__msrest-for-python-43,False,submitted (exit_context),261,True,False,True,True,True
Azure__msrest-for-python-43,False,submitted (exit_context),117,True,False,True,True,True
Azure__msrest-for-python-43,False,submitted (exit_context),75,True,False,True,True,True
Azure__msrest-for-python-43,False,submitted (exit_context),105,True,True,True,True,True
Azure__msrest-for-python-43,False,submitted (exit_context),99,True,True,True,True,True
Azure__msrest-for-python-62,False,submitted,29,True,False,True,False,True
Azure__msrest-for-python-62,False,submitted,13,False,False,True,False,True
Azure__msrest-for-python-62,False,submitted,11,False,False,True,False,True
Azure__msrest-for-python-62,False,submitted,21,False,False,True,False,True
Azure__msrest-for-python-62,False,submitted,11,False,False,False,False,True
Benardi__touvlo-47,False,submitted (exit_context),31,True,True,True,True,True
Benardi__touvlo-47,False,submitted (exit_context),43,True,True,True,True,True
Benardi__touvlo-47,False,submitted (exit_context),17,False,True,True,True,True
Benardi__touvlo-47,False,submitted (exit_context),33,True,True,True,True,True
Benardi__touvlo-47,False,submitted (exit_context),75,True,True,True,True,True
BurnzZ__scrapy-loader-upkeep-3,False,submitted,49,True,True,True,False,True
BurnzZ__scrapy-loader-upkeep-3,False,submitted (exit_context),69,True,True,True,True,True
BurnzZ__scrapy-loader-upkeep-3,False,submitted,13,False,True,True,False,True
BurnzZ__scrapy-loader-upkeep-3,False,submitted,69,True,True,True,False,True
BurnzZ__scrapy-loader-upkeep-3,False,submitted (exit_context),113,True,False,True,True,True
ByteInternet__pip-install-privates-20,False,submitted,13,False,True,False,False,True
ByteInternet__pip-install-privates-20,False,submitted,15,False,True,True,False,True
CODAIT__exchange-metadata-converter-38,False,submitted,55,False,True,True,False,True
CODAIT__exchange-metadata-converter-38,False,submitted,25,True,False,True,False,True
CODAIT__exchange-metadata-converter-38,False,submitted,59,True,True,True,False,True
CODAIT__exchange-metadata-converter-38,False,submitted (exit_context),129,True,True,True,True,True
CODAIT__exchange-metadata-converter-38,False,submitted (exit_context),103,True,True,True,True,True
Clarifai__clarifai-python-228,False,exit_context,57,True,True,False,True,False
Clarifai__clarifai-python-228,False,exit_context,55,True,True,False,True,False
Clarifai__clarifai-python-228,False,exit_context,65,True,True,False,True,False
Clarifai__clarifai-python-228,False,exit_context,47,True,True,False,True,False
Clarifai__clarifai-python-228,False,exit_context,57,True,True,False,True,False
CleanCut__green-124,False,submitted,47,False,True,True,False,True
CleanCut__green-124,False,submitted,51,True,True,True,False,True
CleanCut__green-124,False,submitted (exit_context),41,True,True,True,True,True
CleanCut__green-124,False,submitted (exit_context),81,True,False,True,True,True
CleanCut__green-124,False,submitted,39,True,False,True,False,True
DCC-Lab__RayTracing-204,False,exit_context,29,True,True,False,True,False
DCC-Lab__RayTracing-204,False,submitted (exit_context),67,True,True,True,True,True
DCC-Lab__RayTracing-204,False,exit_context,75,True,True,False,True,False
DCC-Lab__RayTracing-204,False,submitted (exit_context),51,True,True,False,True,True
DCC-Lab__RayTracing-204,False,exit_context,73,True,True,False,True,False
DCC-Lab__RayTracing-223,False,submitted (exit_context),115,True,True,False,True,True
DCC-Lab__RayTracing-223,False,submitted (exit_context),83,True,True,False,True,True
DCC-Lab__RayTracing-223,False,submitted (exit_context),97,False,True,True,True,True
DCC-Lab__RayTracing-223,False,submitted (exit_context),97,True,True,True,True,True
DCC-Lab__RayTracing-223,False,submitted (exit_context),83,True,True,False,True,True
DataBiosphere__newt-transformer-28,False,submitted,21,False,False,True,False,True
DataBiosphere__newt-transformer-28,False,submitted (exit_context),71,True,True,True,True,True
DataBiosphere__newt-transformer-28,False,submitted (exit_context),139,True,True,True,True,True
DataBiosphere__newt-transformer-28,False,submitted,33,False,True,True,False,True
DataBiosphere__newt-transformer-28,False,submitted (exit_context),71,True,True,True,True,True
Dorthu__openapi3-76,False,submitted (exit_context),73,True,True,True,True,True
Dorthu__openapi3-76,False,submitted (exit_context),65,True,True,True,True,True
Dorthu__openapi3-76,False,submitted,23,False,False,True,False,True
Dorthu__openapi3-76,False,submitted,53,False,True,True,False,True
Dorthu__openapi3-76,False,submitted,89,True,True,True,False,True
EdinburghGenomics__EGCG-Core-60,False,submitted (exit_context),155,True,True,True,True,True
EdinburghGenomics__EGCG-Core-60,False,submitted (exit_context),97,True,True,True,True,True
EdinburghGenomics__EGCG-Core-60,False,submitted (exit_context),99,True,True,True,True,True
EdinburghGenomics__EGCG-Core-60,False,submitted (exit_context),79,True,False,True,True,True
EdinburghGenomics__EGCG-Core-60,False,submitted (exit_context),77,True,True,True,True,True
Electrostatics__mmcif_pdbx-27,False,submitted,21,False,False,False,False,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),71,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted,31,False,True,False,False,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),51,True,False,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted,29,False,False,False,False,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),65,True,False,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),55,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),109,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),43,True,False,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),403,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),65,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),63,True,False,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),53,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted,49,True,True,False,False,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),79,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),81,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),57,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),93,True,False,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),57,True,False,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),61,True,False,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted,25,True,False,False,False,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),117,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),69,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),111,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),97,True,False,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),99,True,False,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted,23,False,True,False,False,True
Electrostatics__mmcif_pdbx-27,False,submitted,17,False,False,False,False,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),57,True,False,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted,47,True,True,False,False,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),95,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),85,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),35,False,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),71,True,True,False,True,True
Electrostatics__mmcif_pdbx-27,False,submitted,39,False,True,False,False,True
Electrostatics__mmcif_pdbx-27,False,submitted,29,False,False,False,False,True
Electrostatics__mmcif_pdbx-27,False,submitted (exit_context),57,True,False,False,True,True
European-XFEL__EXtra-data-165,False,submitted (exit_context),73,True,True,True,True,True
European-XFEL__EXtra-data-165,False,submitted,49,False,True,True,False,True
European-XFEL__EXtra-data-165,False,submitted (exit_context),57,True,True,True,True,True
European-XFEL__EXtra-data-165,False,submitted,45,True,False,True,False,True
European-XFEL__EXtra-data-165,False,submitted,51,False,True,True,False,True
Fatal1ty__mashumaro-122,False,submitted (exit_context),63,True,True,False,True,True
Fatal1ty__mashumaro-122,False,submitted,31,False,False,False,False,True
Fatal1ty__mashumaro-122,False,submitted (exit_context),89,True,False,False,True,True
Fatal1ty__mashumaro-122,False,submitted,47,True,True,False,False,True
Fatal1ty__mashumaro-122,False,submitted,33,False,True,False,False,True
ImagingDataCommons__highdicom-226,False,submitted,7,False,False,False,False,True
ImagingDataCommons__highdicom-226,False,submitted,9,False,False,False,False,True
ImagingDataCommons__highdicom-226,False,submitted (exit_context),85,True,True,True,True,True
ImagingDataCommons__highdicom-226,False,submitted (exit_context),135,True,True,True,True,True
ImagingDataCommons__highdicom-226,False,submitted,47,True,True,True,False,True
Infinidat__munch-54,False,submitted,53,False,True,True,False,True
Infinidat__munch-54,False,submitted (exit_context),83,True,True,True,True,True
Infinidat__munch-54,False,submitted (exit_context),91,True,False,True,True,True
Infinidat__munch-54,False,submitted (exit_context),59,True,True,False,True,True
Infinidat__munch-54,False,submitted,59,True,True,True,False,True
JelleZijlstra__ast_decompiler-34,False,submitted (exit_context),87,True,False,True,True,True
JelleZijlstra__ast_decompiler-34,False,submitted (exit_context),311,True,False,True,True,True
JelleZijlstra__ast_decompiler-34,False,submitted (exit_context),97,True,False,True,True,True
JelleZijlstra__ast_decompiler-34,False,submitted,45,False,True,True,False,True
JelleZijlstra__ast_decompiler-34,False,submitted,33,True,False,True,False,True
Lucas-C__pre-commit-hooks-10,False,submitted,19,False,False,True,False,True
Lucas-C__pre-commit-hooks-10,False,submitted,25,False,False,True,False,True
Lucas-C__pre-commit-hooks-10,False,submitted,9,False,False,False,False,True
Lucas-C__pre-commit-hooks-10,False,submitted,13,False,False,False,False,True
Lucas-C__pre-commit-hooks-10,False,submitted (exit_context),87,True,True,True,True,True
M3t0r__tpl-12,False,submitted,25,False,False,True,False,True
M3t0r__tpl-12,False,submitted (exit_context),71,True,True,True,True,True
M3t0r__tpl-12,False,submitted,39,False,False,True,False,True
M3t0r__tpl-12,False,submitted (exit_context),83,True,False,True,True,True
M3t0r__tpl-12,False,submitted (exit_context),67,True,True,True,True,True
Melevir__cognitive_complexity-15,False,submitted,21,False,False,True,False,True
Melevir__cognitive_complexity-15,False,submitted,15,False,False,True,False,True
Melevir__cognitive_complexity-15,False,submitted (exit_context),89,True,True,True,True,True
Melevir__cognitive_complexity-15,False,submitted,25,False,False,True,False,True
MicroPyramid__forex-python-27,False,submitted,23,False,False,False,False,True
MicroPyramid__forex-python-27,False,submitted,19,False,True,False,False,True
MicroPyramid__forex-python-27,False,submitted,19,False,False,False,False,True
MicroPyramid__forex-python-27,False,submitted (exit_context),71,True,True,True,True,True
MicroPyramid__forex-python-27,False,submitted,21,False,True,False,False,True
MicroPyramid__forex-python-27,False,submitted (exit_context),217,True,True,True,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),97,True,True,False,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),487,True,False,False,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),85,True,True,False,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),111,True,False,False,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),105,True,True,True,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),113,True,False,True,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),353,True,True,True,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),61,True,True,True,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),395,True,False,True,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),87,True,True,False,True,True
MicroPyramid__forex-python-27,False,exit_context,89,True,True,False,True,False
MicroPyramid__forex-python-27,False,submitted (exit_context),97,True,True,False,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),109,True,True,False,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),99,True,True,True,True,True
MicroPyramid__forex-python-27,False,submitted,13,False,True,False,False,True
MicroPyramid__forex-python-27,False,submitted,31,False,False,True,False,True
MicroPyramid__forex-python-27,False,submitted (exit_context),57,True,False,False,True,True
MicroPyramid__forex-python-27,False,submitted,19,False,True,False,False,True
MicroPyramid__forex-python-27,False,exit_context,83,True,True,False,True,False
MicroPyramid__forex-python-27,False,submitted (exit_context),103,True,True,False,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),83,True,True,False,True,True
MicroPyramid__forex-python-27,False,submitted (exit_context),81,True,True,True,True,True
MicroPyramid__forex-python-27,False,submitted,17,False,True,False,False,True
MycroftAI__lingua-franca-23,False,submitted (exit_context),113,True,True,True,True,True
MycroftAI__lingua-franca-23,False,submitted,33,False,False,True,False,True
MycroftAI__lingua-franca-23,False,submitted (exit_context),141,True,True,True,True,True
MycroftAI__lingua-franca-23,False,submitted,71,True,True,False,False,True
MycroftAI__lingua-franca-23,False,submitted (exit_context),71,True,False,False,True,True
MycroftAI__lingua-franca-87,False,submitted (exit_context),37,True,False,True,True,True
MycroftAI__lingua-franca-87,False,submitted,39,False,True,True,False,True
MycroftAI__lingua-franca-87,False,submitted (exit_context),135,True,True,True,True,True
MycroftAI__lingua-franca-87,False,submitted (exit_context),95,True,True,True,True,True
MycroftAI__lingua-franca-87,False,submitted,21,False,False,False,False,True
N-Wouda__ALNS-118,False,submitted (exit_context),77,True,True,True,True,True
N-Wouda__ALNS-118,False,submitted,9,False,False,False,False,True
N-Wouda__ALNS-118,False,submitted,17,True,True,False,False,True
N-Wouda__ALNS-118,False,submitted,9,False,False,False,False,True
N-Wouda__ALNS-118,False,submitted,9,False,False,False,False,True
NCAS-CMS__cfdm-263,False,submitted (exit_context),55,True,True,False,True,True
NCAS-CMS__cfdm-263,False,submitted (exit_context),107,True,True,False,True,True
NCAS-CMS__cfdm-263,False,submitted (exit_context),59,True,True,False,True,True
NCAS-CMS__cfdm-263,False,submitted (exit_context),63,True,True,False,True,True
NCAS-CMS__cfdm-263,False,submitted (exit_context),81,True,True,True,True,True
NVIDIA__hpc-container-maker-221,False,submitted (exit_context),87,True,False,True,True,True
NVIDIA__hpc-container-maker-221,False,submitted,19,False,False,True,False,True
NVIDIA__hpc-container-maker-221,False,submitted (exit_context),91,True,True,False,True,True
NVIDIA__hpc-container-maker-221,False,submitted,39,True,False,True,False,True
NVIDIA__hpc-container-maker-221,False,submitted,23,False,False,True,False,True
Netuitive__netuitive-statsd-14,False,submitted (exit_context),45,True,True,True,True,True
Netuitive__netuitive-statsd-14,False,submitted,9,False,False,True,False,True
Netuitive__netuitive-statsd-14,False,submitted (exit_context),73,True,True,True,True,True
Netuitive__netuitive-statsd-14,False,submitted,41,True,False,True,False,True
Netuitive__netuitive-statsd-14,False,submitted,65,True,True,True,False,True
Ouranosinc__xclim-339,False,submitted,47,False,True,False,False,True
Ouranosinc__xclim-339,False,submitted (exit_context),33,True,True,False,True,True
Ouranosinc__xclim-339,False,submitted,33,False,True,False,False,True
Ouranosinc__xclim-339,False,submitted,29,False,False,True,False,True
Ouranosinc__xclim-339,False,submitted (exit_context),73,True,True,True,True,True
OxfordIonTrapGroup__oitg-38,False,submitted,59,True,True,True,False,True
OxfordIonTrapGroup__oitg-38,False,submitted,35,True,False,True,False,True
OxfordIonTrapGroup__oitg-38,False,submitted,33,False,True,True,False,True
OxfordIonTrapGroup__oitg-38,False,submitted,27,False,False,True,False,True
OxfordIonTrapGroup__oitg-38,False,submitted,21,False,False,True,False,True
PEtab-dev__libpetab-python-152,False,submitted,21,False,False,True,False,True
PEtab-dev__libpetab-python-152,False,submitted (exit_context),77,True,True,True,True,True
PEtab-dev__libpetab-python-152,False,submitted,11,False,False,False,False,True
PEtab-dev__libpetab-python-152,False,submitted (exit_context),83,True,True,True,True,True
PEtab-dev__libpetab-python-152,False,submitted (exit_context),87,True,True,True,True,True
PlasmaPy__PlasmaPy-228,False,submitted,31,True,False,False,False,True
PlasmaPy__PlasmaPy-228,False,submitted,23,False,True,False,False,True
PlasmaPy__PlasmaPy-228,False,submitted (exit_context),87,True,True,True,True,True
PlasmaPy__PlasmaPy-228,False,submitted,9,False,False,False,False,True
PlasmaPy__PlasmaPy-228,False,submitted,25,False,False,False,False,True
PyCQA__flake8-bugbear-209,False,submitted,71,True,False,True,False,True
PyCQA__flake8-bugbear-209,False,submitted,71,True,True,True,False,True
PyCQA__flake8-bugbear-209,False,submitted,29,False,False,True,False,True
PyCQA__flake8-bugbear-209,False,submitted,25,False,False,False,False,True
PyCQA__flake8-bugbear-209,False,submitted (exit_context),107,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),53,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),269,True,False,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),59,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted,41,True,True,True,False,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),53,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),239,True,False,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),299,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),433,True,False,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),141,True,False,False,True,True
PyCQA__flake8-bugbear-230,False,submitted,51,True,True,False,False,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),57,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),59,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),71,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),531,True,False,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),231,True,False,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),67,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),83,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),451,True,False,True,True,True
PyCQA__flake8-bugbear-230,False,submitted,19,False,False,False,False,True
PyCQA__flake8-bugbear-230,False,submitted,33,False,False,True,False,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),51,True,True,False,True,True
PyCQA__flake8-bugbear-230,False,submitted,39,False,True,True,False,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),61,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),181,True,True,False,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),53,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),47,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),49,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),99,True,False,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),87,True,False,False,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),51,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted,33,False,False,True,False,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),133,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),59,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),63,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),73,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),49,True,True,False,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),53,True,True,True,True,True
PyCQA__flake8-bugbear-230,False,submitted (exit_context),51,True,True,True,True,True
PyCQA__flake8-bugbear-261,False,submitted,25,False,True,False,False,True
PyCQA__flake8-bugbear-261,False,submitted (exit_context),51,True,True,False,True,True
PyCQA__flake8-bugbear-261,False,submitted (exit_context),47,True,True,False,True,True
PyCQA__flake8-bugbear-261,False,submitted (exit_context),49,True,True,False,True,True
PyCQA__flake8-bugbear-261,False,submitted (exit_context),57,True,True,False,True,True
PyCQA__flake8-bugbear-342,False,submitted (exit_context),69,True,True,True,True,True
PyCQA__flake8-bugbear-342,False,submitted,37,False,True,True,False,True
PyCQA__flake8-bugbear-342,False,submitted (exit_context),65,True,False,True,True,True
PyCQA__flake8-bugbear-342,False,submitted,39,True,True,True,False,True
PyCQA__flake8-bugbear-342,False,submitted (exit_context),115,True,True,True,True,True
PyCQA__flake8-bugbear-385,False,submitted,21,False,True,True,False,True
PyCQA__flake8-bugbear-385,False,submitted,41,False,True,True,False,True
PyCQA__flake8-bugbear-385,False,submitted,41,False,True,True,False,True
PyCQA__flake8-bugbear-385,False,submitted,25,False,False,True,False,True
PyCQA__flake8-bugbear-385,False,submitted (exit_context),73,True,True,True,True,True
PyCQA__pyflakes-508,False,submitted,41,True,True,True,False,True
PyCQA__pyflakes-508,False,submitted (exit_context),87,True,True,True,True,True
PyCQA__pyflakes-508,False,submitted (exit_context),91,True,True,True,True,True
PyCQA__pyflakes-508,False,submitted (exit_context),65,True,False,True,True,True
PyCQA__pyflakes-508,False,submitted (exit_context),51,True,True,True,True,True
PyCQA__pyflakes-604,False,submitted (exit_context),131,True,True,True,True,True
